기관구분,등록기관,등록번호,유형,단체명,대표자,소재지,주된사업,연락처,등록일,주관과
중앙행정기관,통일부,47,사단법인,남북청소년중앙연맹,정경석,"서울특별시 마포구 잔다리로 48, 3층 3289호(서교동, 정원빌딩)",남북청소년 동질성 회복,02-757-2248,2005-03-14,사회문화교류과
중앙행정기관,통일부,48,,민족통일국민연합,윤소년 강유진,서울특별시 금천구 금하로 24길 16,자유주의를 바탕으로 한 국가통일과 민족통일을 이룩하는데 기여 등,02-534-1728,2005-03-14,사회문화교류과
중앙행정기관,통일부,49,사단법인,통일농수산정책연구원,이영휘,"서울특별시 강남구 밤고개로1길 10, 현대벤처빌 1208호 (수서동)","농.림.수산관련 연구
북한경제난과 식량난해결",02-2040-6454,2005-03-17,정세분석총괄과
중앙행정기관,통일부,50,사단법인,나눔인터내셔날,이윤상,"서울특별시 영등포구 여의동로 213, 비502호","빈곤,질병,재난으로 고통받는 북한주민 구호",02-817-1081,2005-03-17,인도지원과
중앙행정기관,통일부,51,,사단법인 남북협력민간단체협의회,곽수광,"서울시 마포구 마포대로4나길 46, 602호","인도주의를 실천하는 단체들간의 상호협력,정보교류",02-2078-7183,2005-03-17,인도지원과
중앙행정기관,통일부,52,사단법인,6.25전쟁납북인사 가족협의회,이성의,경기도 파주시 문산읍 임진각로 153,"6.25납치인사 생사확인,상봉",02-965-9151,2005-03-18,이산가족과
중앙행정기관,통일부,55,사단법인,위드아시아,최규태,"경기도 고양시 일산서구 킨텍스로 217-21, 102동 1105호(대화동, 힐스테이트일산)","한민족간의 교류와 협력,
통일과 단결을 위한 지속적교류와 협력방안 등을 모색",051-322-7902,2005-03-30,"사회문화
교류과"
중앙행정기관,통일부,56,사단법인,평화주권행동 평화너머,김영주,"서울특별시 서대문구 경기대로 88, 3층(냉천동 128, 냉천빌딩)",".대북인도적지원사업
.남북교류협력에대한 조사.연구및교육.홍보사업",02-703-6150,2005-04-22,인도지원과
중앙행정기관,통일부,57,사단법인,구손평화봉사단,김상호,"서울특별시 강남구 선릉로131길 18-4, 2층 (논현동)","남북간의 체육 및 문화예술 
교류를 위한 사업 등",02-717-5533,2005-06-24,인도지원과
중앙행정기관,통일부,59,사단법인,여명,이문식,서울특별시 강서구 허준로 221-22(가양동),북한이탈주민 청소년대안학교 운영 및 생활지원,02-830-3514,2005-09-02,정착지원과
중앙행정기관,통일부,60,,통일한반도교육원,김갑재,"서울특별시 송파구 위례광장로 215, 2505동 2104호",남북문화의 통합예술 창출 및 통일교육,02-312-0158,2005-11-28,사회문화교류과
중앙행정기관,통일부,61,사단법인,통일을준비하는탈북자협회,전주명,서울특별시 양천구 목동남로4길 6-23 (신정동),". 탈북 귀순자들을 위한 사회문화적응, 자립자활지원, 상호간 정보교류 등 사회복지사업 전개",02-2607-8242,2005-12-21,정착지원과
중앙행정기관,통일부,62,재단법인,평화재단,최석호,"서울특별시 서초구 효령로51길 42, 10층(서초동)",". 한반도의 항구적 평화 체제 구축, 남북화해와 통일, 동북아시아의 평화와 공동번영에 기여",02-581-0581,2006-02-13,정책협력과
중앙행정기관,통일부,63,사단법인,등대복지회,이영익,"서울특별시 마포구 월드컵북로 78, 302호(성산동, 진영 제2빌딩)",". 대북 인도적 지원사업
. 국내외 보건.의료.농업분야 구호사업 추진 등",02-919-8551,2006-02-15,인도지원과
중앙행정기관,통일부,64,재단법인,한겨레통일문화재단,문정인,서울특별시 마포구 효창목길 6 (공덕동),. 민족화해와 통일을 이루기 위한 학술문화 진흥사업 등,02-706-6008,2006-02-15,정세분석총괄과
중앙행정기관,통일부,65,사단법인,남북함께살기운동,김관선,"서울특별시 서초구 명달로 93, 506호(서초동, 메트로빌딩)","대북인도적지원사업
남북한 경제, 사회, 문화, 교육, 종교단체간 교류증진",031-381-0236,2006-04-14,인도지원과
중앙행정기관,통일부,66,사단법인,한반도평화를추구하는모임,김봉옥,"강원도 춘천시 새청말길 26, 113동 503호(우두동, 강변코아루)","통일정책연구, 민족적 통징성 회복을 위한 의식개혁 운동, 지도자 교육  및 연수, 북한주민에 민주적인 자본주의 정보 지원 등",02-761-2021,2006-11-20,사회문화교류과
중앙행정기관,통일부,68,,남북구강보건의료협의회,안성모,"서울특별시 성동구 광나루로 257, 대한치과의사협회회관 1층 사무처 (송정동)",". 평양조선적십자병원 구강수술장 현대화 사업 
. 남북구강보건의료협의회 대북지원사업 등",02-498-6323,2007-04-11,인도지원과
중앙행정기관,통일부,69,,한민족평화통일전국연합회,김수현,"서울특별시 영등포구 당산로50길 8, 102동 803호(당산동6가, 한강더채움)",". 평화통일지원사업
. 평화통일교육사업
. 한민족동질성회복사업",02-2129-2177,2007-04-25,정책협력과
중앙행정기관,통일부,70,사단법인,한꿈,백태승,경기도 의정부시 추동로 94-1(신곡동),새터민 청소년들의 남한사회 적응 지원,031-574-2156,2007-05-16,정착지원과
중앙행정기관,통일부,72,사단법인,이안상회,김현욱,"서울특별시 영등포구 국회대로 68길 23(여의도동, 정원빌딩 407호)",대한민국과 대북관련 환경 정책연구 및 환경보전 활동,02-785-8348,2007-12-01,인도지원과
중앙행정기관,통일부,73,,대한예수교장로회 총회 남북교회교류협력위원회,최병남,"서울특별시 강남구 영동대로 330, 총회회관 4층 사무국 (대치동)",북한동포의 인도적지원 및 민족동질감회복 지원,02-559-5618,2007-12-12,인도지원과
중앙행정기관,통일부,74,사단법인,(사)먹고사는문제연구소,김윤식,서울특별시 영등포구 국회대로70길 12 305호(여의도동 대산빌딩),대북사회문화교류 및 정책개발,02-761-5205~6,2008-02-19,정책협력과
중앙행정기관,통일부,75,사단법인,평화삼천,곽동철,"서울특별시 종로구 필운대로2길3, 3층(누하동)","대북지원, 남북교류, 평화교육, 제3세계 평화지원
사업",02-723-9475,2008-03-24,인도지원과
중앙행정기관,통일부,76,사단법인,통일아카데미,강신삼,서울특별시 영등포구 신길,"민간차원의 북한인권 개선 및
북한사회 바로알리기",02-889-7470,2008-11-19,이산가족과
중앙행정기관,통일부,77,사단법인,통일준비네트워크,김영운,서울특별시 강북구 삼각산로 71 (수유동),대북지원,02-753-5144,2008-12-12,교류협력기획과
중앙행정기관,통일부,99,,남북청소년네트워크센타,김남열,"서울특별시 강동구 풍성로 55길 59(성내동, 베버리힐 101호)",남북한 청소년 교류사업,486-3100,2009-02-11,"규제개혁
법무담당관"
중앙행정기관,통일부,83,,선진통일교육센터,도희윤,"서울특별시 종로구 세종대로23길 47, 미도파빌딩 301호 (당주동)","북한인권 증진을 위한 학술세미나 및 문화교육사업, 북한인권 및 북한주민 삶 향상을 위한 지원사업, 청소년 북한인권 의식 함양을 위한 사업 등",02-737-3397,2009-03-26,이산가족과
중앙행정기관,통일부,84,,모두하나교육회,최정숙,"경기도 수원시 영통구 태장로 45, 202-801(망포동, 현대아이파크)",한동포 학교교실 현대화사업 및 북한 어린이와 청소년 대상 건강식자재 등 인도적 지원,,2009-05-20,인도지원과
중앙행정기관,통일부,87,,한국통일교육학회,장운영,"서울특별시 용산구 한강대로 295, 남영빌딩 201호 (갈월동)","통일교육 교재 및 자료 개발
통일교육 학술대회",02-701-8347,2009-06-29,교육협력과
중앙행정기관,통일부,90,사단법인,남북환경교류연합,김방환,"서울특별시 영등포구 국회대로74길 20, 맨하탄21빌딩 1210호 (여의도동)",남북환경교류 및 친환경운동 전개,02-3775-1515,2010-01-22,인도지원과
중앙행정기관,통일부,91,사단법인,NK지식인연대,김흥광,"서울특별시 마포구 먀포대로 180-13, 영지빌딩 2층(공덕동)",탈북 지식인들의 북한 관련 학술연구활동 등,02-718-7750,2010-01-25,정세분석총괄과
중앙행정기관,통일부,92,사단법인,평화운동연합,장성호,서울특별시 구로구 경인로 224 (오류동),비폭력적인 국민참여 평화통일 운동,02-2685-5402,2010-01-29,정책협력과
중앙행정기관,통일부,93,사단법인,동학민족통일회,송범두,"서울시 종로구 삼일대로 457, 709호
(경운동, 수운회관)",동학사상에 입각한 평화통일 운동 추진,02-732-5541,2010-02-19,사회문화교류과
중앙행정기관,통일부,94,사단법인,함께일하는사람들,현인애,"서울특별시 송파구 양산로12, 302호","북한이탈주민 경제교육, 취업 및 창업 지원",02-716-5055,2010-03-11,정착지원과
중앙행정기관,통일부,95,,(사)늘푸른상담협회,박정순,"서울특별시 양천구 목동동로 233-1, 1721호",북한이탈주민 정착지원과 종합상담,6083-9191,2010-04-15,"규제개혁
법무담당관"
중앙행정기관,통일부,96,사단법인,평화한국,임석순,"서울특별시 마포구 와우산로56, 2층 205호(상수동)",평화통일 교육지원과 연구활동 등,515-2633,2010-04-28,"규제개혁
법무담당관"
중앙행정기관,통일부,97,재단법인,(재)나이스피플,박현석,"서울특별시 은평구 연서로 83, 4층(역촌동, 신풍빌딩)",인도적지원 사업 등,394-0055,2010-04-30,"규제개혁
법무담당관"
중앙행정기관,통일부,98,사단법인,숭의동지회,강진,"서울특별시 양천구 중앙로 263, 4층(신정동)",민간차원의 북한이탈주민 정착지원  사업 등,756-3839,2010-06-09,"규제개혁
법무담당관"
중앙행정기관,통일부,100,재단법인,한반도미래재단(재),구천서,"서울특별시 종로구 사직로 130, 적선현대빌딩 903호 (적선동)",민간차원의 평화통일을 위한 학술․교육․문화․국제교류 사업,3210-6000,2010-11-25,"규제개혁
법무담당관"
중앙행정기관,통일부,101,,남북사랑네트워크,조기연,서울특별시 구로구 고척로27길 51 (개봉동),민간차원의 북한이탈주민정착 지원,2625-0497,2011-01-18,"규제개혁
법무담당관"
중앙행정기관,통일부,102,사단법인,디엠지미래연합,이춘호,"서울특별시 강남구 봉은사로 129, 거평타운 1019호 (논현동)",민간차원의DMZ 평화통일운동전개,482-3894,2011-01-25,"규제개혁
법무담당관"
중앙행정기관,통일부,103,사단법인,일천만이산가족위원회,장만순,"서울특별시 종로구 비봉길 64, 통일회관 324호 (구기동)",민간차원의 이산가족 상봉추진 및 실향민권익 신장 등,391-8887,2011-02-09,"규제개혁
법무담당관"
중앙행정기관,통일부,104,,아시아 · 태평양 복지회,유천종,서울틀별시 중랑구 면목로 78길 13,민간차원의 남북한 및 아시아 태평양 지역과 남북주민 및 탈북주민의 복지 및 인권 증진 운동,,2011-03-11,"규제개혁
법무담당관"
중앙행정기관,통일부,105,사단법인,통일미디어,이광백,"서울특별시 마포구 동교로 59, 배영빌딩 3층 (망원동)",민간차원의 남북한 언론 현황과 실태에 관한 연구 및 모니터 사업,0505-870-2012,2011-03-21,"규제개혁
법무담당관"
중앙행정기관,통일부,106,사단법인,새롭고하나된조국을위한모임,신미녀,"서울특별시 종로구 창경궁로 112-7, 인의빌딩 12층 (인의동)",민간차원의 대국민 평화통일 운동과 남북간 화해ㆍ협력 등,02-747-2944,2011-04-15,"규제개혁
법무담당관"
중앙행정기관,통일부,107,사단법인,국제사랑재단,김승학,"서울특별시 종로구 대학로 19, 기독교회관 601호 (연지동)",민간차원의 대북 인도적  지원 등,02-744-7607,2011-04-25,창조행정담당관
중앙행정기관,통일부,109,사단법인,성공적인통일을만들어가는사람들,김태훈,"서울특별시 서대문구 연세로 29, 혜인빌딩 6층(창천동)",민간차원의 북한인권 개선 활동 등,02-6497-5035,2011-06-14,"규제개혁
법무담당관"
중앙행정기관,통일부,112,,북한자유연맹,최철웅,서울특별시 강동구 진황도로 12 (천호동),민간차원의 대국민 통일교육 활동,02- 428-9979,2011-08-24,"규제개혁
법무담당관"
중앙행정기관,통일부,113,,탈북청소년생활공동체우리집,마석훈,경기도 안산시 상록구 막고지1길 5 (본오동),민간차원의 북한이탈주민 청소년 지원 활동,031-408-6317,2011-08-26,"규제개혁
법무담당관"
중앙행정기관,통일부,115,사단법인,북한전략정보서비스센터(사),이윤걸,"서울특별시 중구 만리재로 193, 서울역디오빌 512호 (만리동1가)",민간차원의 북한 정치ㆍ경제 등 전략정보 연구 및 정보서비스 제공 등,02-585-9149,2011-12-15,"규제개혁
법무담당관"
